Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2023-09-13T05:00:00Z,SOLUSD,17.9,-1936.78222723,Market,Filled,-34668.401867417,"Liquidated" 
2023-09-13T09:00:00Z,SOLUSD,18.19,27963.24279025,Market,Filled,508651.38635465,"" 
2023-09-15T15:00:00Z,BTCUSD,26234.55,-19.19748327,Market,Filled,-503637.33472098,"Liquidated" 
2023-09-15T15:00:00Z,ETHUSD,1614.45,-117.38612881,Market,Filled,-189514.0356573,"Liquidated" 
2023-09-15T18:00:00Z,SOLUSD,18.63,-27963.24279025,Market,Filled,-520955.21318236,"Liquidated" 
2023-09-15T22:00:00Z,ETHUSD,1631.91,67.74644039,Market,Filled,110556.09353684,"" 
2023-09-15T23:00:00Z,BTCUSD,26762.26,18.14419272,Market,Filled,485579.60306275,"" 
2023-09-15T23:00:00Z,SOLUSD,19.14,4320.19069208,Market,Filled,82688.449846411,"" 
2023-09-17T01:00:00Z,ETHUSD,1625.46,-67.74644039,Market,Filled,-110119.12899633,"Liquidated" 
2023-09-17T01:00:00Z,SOLUSD,18.88,-4320.19069208,Market,Filled,-81565.20026647,"Liquidated" 
2023-09-17T03:00:00Z,BTCUSD,26511.51,-18.14419272,Market,Filled,-481029.94673821,"Liquidated" 
2023-09-17T05:00:00Z,BTCUSD,26559.09,0.34469866,Market,Filled,9154.8827338194,"" 
2023-09-17T08:00:00Z,BTCUSD,26503.21,-0.34469866,Market,Filled,-9135.6209726986,"Liquidated" 
2023-09-17T09:00:00Z,BTCUSD,26556.45,0.52914814,Market,Filled,14052.296122503,"" 
2023-09-17T10:00:00Z,ETHUSD,1634.23,9.17626941,Market,Filled,14996.134757904,"" 
2023-09-17T11:00:00Z,SOLUSD,19.09,4985.58358853,Market,Filled,95174.790705038,"" 
2023-09-17T12:00:00Z,ETHUSD,1629.96,-9.17626941,Market,Filled,-14956.952087524,"Liquidated" 
2023-09-17T15:00:00Z,SOLUSD,18.98,-4985.58358853,Market,Filled,-94626.376510299,"Liquidated" 
2023-09-17T18:00:00Z,BTCUSD,26486.69,-0.52914814,Market,Filled,-14015.382748257,"Liquidated" 
2023-09-18T03:00:00Z,BTCUSD,26665.51,6.30098929,Market,Filled,168019.09292239,"" 
2023-09-18T03:00:00Z,SOLUSD,19.11,2782.58990451,Market,Filled,53175.293075186,"" 
2023-09-18T04:00:00Z,ETHUSD,1630.61,48.69572684,Market,Filled,79403.739142572,"" 
2023-09-19T05:00:00Z,ETHUSD,1637.76,-48.69572684,Market,Filled,-79751.913589478,"Liquidated" 
2023-09-19T09:00:00Z,ETHUSD,1643.96,23.847378,Market,Filled,39204.13553688,"" 
2023-09-20T05:00:00Z,ETHUSD,1635.78,-23.847378,Market,Filled,-39009.06398484,"Liquidated" 
2023-09-20T23:00:00Z,BTCUSD,27092.37,-6.30098929,Market,Filled,-170708.73321072,"Liquidated" 
2023-09-21T07:00:00Z,SOLUSD,19.91,-2782.58990451,Market,Filled,-55401.364998794,"Liquidated" 
2023-09-22T05:00:00Z,ETHUSD,1593.85,32.23654346,Market,Filled,51380.214793721,"" 
2023-09-22T05:00:00Z,SOLUSD,19.68,4478.08029726,Market,Filled,88128.620250077,"" 
2023-09-22T06:00:00Z,BTCUSD,26660.54,0.31433271,Market,Filled,8380.2797882634,"" 
2023-09-22T07:00:00Z,BTCUSD,26620.9,-0.31433271,Market,Filled,-8367.819639639,"Liquidated" 
2023-09-22T08:00:00Z,BTCUSD,26672.34,1.56461237,Market,Filled,41731.873100846,"" 
2023-09-22T11:00:00Z,BTCUSD,26590.95,-1.56461237,Market,Filled,-41604.529300052,"Liquidated" 
2023-09-22T13:00:00Z,SOLUSD,19.58,-4478.08029726,Market,Filled,-87680.812220351,"Liquidated" 
2023-09-22T15:00:00Z,BTCUSD,26679.23,0.76770832,Market,Filled,20481.866842194,"" 
2023-09-22T17:00:00Z,BTCUSD,26597.9,-0.76770832,Market,Filled,-20419.429124528,"Liquidated" 
2023-09-22T17:00:00Z,ETHUSD,1589.77,-32.23654346,Market,Filled,-51248.689696404,"Liquidated" 
2023-09-23T01:00:00Z,ETHUSD,1595.93,35.22252473,Market,Filled,56212.683892349,"" 
2023-09-23T02:00:00Z,SOLUSD,19.52,143.9472617,Market,Filled,2809.850548384,"" 
2023-09-23T03:00:00Z,SOLUSD,19.37,-143.9472617,Market,Filled,-2788.258459129,"Liquidated" 
2023-09-23T04:00:00Z,ETHUSD,1591.2,-35.22252473,Market,Filled,-56046.081350376,"Liquidated" 
2023-09-23T07:00:00Z,SOLUSD,19.5,904.38326689,Market,Filled,17635.473704355,"" 
2023-09-23T08:00:00Z,ETHUSD,1594.26,18.38272332,Market,Filled,29306.840480143,"" 
2023-09-23T10:00:00Z,BTCUSD,26578.97,0.13048694,Market,Filled,3468.2084636518,"" 
2023-09-23T10:00:00Z,ETHUSD,1593.01,-18.38272332,Market,Filled,-29283.862075993,"Liquidated" 
2023-09-23T11:00:00Z,BTCUSD,26568.37,-0.13048694,Market,Filled,-3466.8253020878,"Liquidated" 
2023-09-23T12:00:00Z,BTCUSD,26579.06,0.24707789,Market,Filled,6567.0980629834,"" 
2023-09-23T14:00:00Z,SOLUSD,19.37,-904.38326689,Market,Filled,-17517.903879659,"Liquidated" 
2023-09-23T20:00:00Z,ETHUSD,1594.71,23.94135353,Market,Filled,38179.515887826,"" 
2023-09-23T20:00:00Z,SOLUSD,19.48,1631.86805069,Market,Filled,31788.789627441,"" 
2023-09-23T23:00:00Z,ETHUSD,1590.79,-23.94135353,Market,Filled,-38085.665781989,"Liquidated" 
2023-09-24T00:00:00Z,BTCUSD,26579.59,-0.24707789,Market,Filled,-6567.2290142651,"Liquidated" 
2023-09-24T00:00:00Z,ETHUSD,1593.85,2.9671867,Market,Filled,4729.250521795,"" 
2023-09-24T01:00:00Z,ETHUSD,1592.57,-2.9671867,Market,Filled,-4725.452522819,"Liquidated" 
2023-09-24T02:00:00Z,ETHUSD,1594.21,28.08320219,Market,Filled,44770.52176332,"" 
2023-09-24T07:00:00Z,ETHUSD,1592.54,-28.08320219,Market,Filled,-44723.622815663,"Liquidated" 
2023-09-24T09:00:00Z,ETHUSD,1594.65,26.01224629,Market,Filled,41480.428546348,"" 
2023-09-24T10:00:00Z,BTCUSD,26592.72,0.54597182,Market,Filled,14518.87573715,"" 
2023-09-24T17:00:00Z,ETHUSD,1591.1,-26.01224629,Market,Filled,-41388.085072019,"Liquidated" 
2023-09-24T18:00:00Z,ETHUSD,1597.95,99.35406936,Market,Filled,158762.83513381,"" 
2023-09-24T19:00:00Z,ETHUSD,1589.92,-99.35406936,Market,Filled,-157965.02195685,"Liquidated" 
2023-09-24T20:00:00Z,BTCUSD,26448.67,-0.54597182,Market,Filled,-14440.228496479,"Liquidated" 
2023-09-24T22:00:00Z,SOLUSD,19.48,-1631.86805069,Market,Filled,-31788.789627441,"Liquidated" 
2023-09-25T12:00:00Z,SOLUSD,19.53,5640.08768913,Market,Filled,110150.91256871,"" 
2023-09-25T16:00:00Z,ETHUSD,1584.08,13.11757649,Market,Filled,20779.290566279,"" 
2023-09-25T17:00:00Z,BTCUSD,26320.01,5.49018649,Market,Filled,144501.76331866,"" 
2023-09-25T22:00:00Z,SOLUSD,19.42,-5640.08768913,Market,Filled,-109530.5029229,"Liquidated" 
2023-09-26T11:00:00Z,BTCUSD,26241.76,-5.49018649,Market,Filled,-144072.15622582,"Liquidated" 
2023-09-26T19:00:00Z,ETHUSD,1583.85,-13.11757649,Market,Filled,-20776.273523687,"Liquidated" 
2023-09-27T00:00:00Z,ETHUSD,1593,168.2782727,Market,Filled,268067.2884111,"" 
2023-09-27T01:00:00Z,BTCUSD,26246.8,0.70411422,Market,Filled,18480.745109496,"" 
2023-09-27T11:00:00Z,SOLUSD,19.2,6397.60966121,Market,Filled,122834.10549523,"" 
2023-09-27T16:00:00Z,SOLUSD,18.92,-6397.60966121,Market,Filled,-121042.77479009,"Liquidated" 
2023-09-27T21:00:00Z,BTCUSD,26238.33,-0.70411422,Market,Filled,-18474.781262053,"Liquidated" 
2023-09-28T00:00:00Z,BTCUSD,26357.62,1.26952604,Market,Filled,33461.684942425,"" 
